Record_ID,Plant_ID,TS,PM2.5,SO2,NOx,Unit,"Lat,Lon",Status
E23304,PL-05,2026-01-23 22:40,18.0,21.3,33.0,ug/m³,"13.4479,81.3253",Maint
E23305,PL-20,2026-01-23 22:50,63.6,11.0,43.7,ug/m³,"12.9805,80.7537", FAULT
E23306,PL-18,2026-01-23 23:00,54.6,34.1,45.5,mg/nm3,"13.9406,79.1669", FAULT
E23307,PL-15,2026-01-23 23:10,48.4,13.6,43.5,mg/nm3,"14.1986,79.6098",OK
E23308,PL-20,2026-01-23 23:20,62.4,22.2,40.4,mg/nm3,"12.6397,80.8508",Maint
E23309,PL-17,2026-01-23 23:30,50.2,23.6,41.7,ug/m³,"13.3259,80.1691",MAINTENANCE
E23310,PL-20,2026-01-23 23:40,-32.73,21.8,46.3,mg/nm3,"14.1349,79.4175", maint 
E23311,PL-04,2026-01-23 23:50,64.8,19.0,42.5,ug/m³,"14.0885,79.705",FAULT
E23312,PL-13,2026-01-24 00:00,99.0,28.6,49.9,MG/NM3,"14.3407,81.2412",Fault
E23313,PL-09,2026-01-24 00:10,56.3,24.7,43.9,mg/Nm3,"13.2764,79.1815",MAINT
E23314,PL-08,2026-01-24 00:20,86.5,32.3,37.3,MG/NM3,"13.9881,79.598",OK
E23315,PL-17,2026-01-24 00:30 UTC,62.7,24.8,33.2,MG/NM3,"13.4443,79.799",MAINTENANCE
E23316,PL-02,2026-01-24 00:40,-65.1,21.3,42.0,MG/NM3,"13.7279,80.2668",FAULT
E23317,PL-05,2026-01-24 00:50,49.2,22.7,41.9,ug/m³,"12.7279,79.1421",ok
E23318,PL-04,2026-01-24 01:00,86.8,28.8,62.7,UG/m3,"12.8979,79.1765", OK 
E23319,PL-17,2026-01-24 01:10,61.1,36.6,65.7,ug/m3,"12.9738,79.8625",MAINTENANCE
E23320,PL-06,2026-01-24 01:20,83.4,27.2,47.8,ug/m³,"14.2704,79.1612",OK
E23321,PL-06,2026-01-24 01:30,68.8,,59.7,ug/m³,"13.9729,80.8987",Maint
E23322,PL-05,2026-01-24 01:40,77.7,30.0,68.7,mg/nm3,"14.3777,79.0342",Maint
E23323,PL-10,2026-01-24 01:50,84.3,17.8,48.1,UG/m3,"13.2046,79.6038",ok 
E23324,PL-07,2026-01-24 02:00,85.5,33.8,62.4,mg/Nm3,"13.9724,80.4626", OK 
E23325,PL-17,2026-01-24 02:10,88.5,32.3,71.9,MG/NM3,"13.1386,79.969",MAINTENANCE
E23326,PL-15,2026-01-24 02:20,97.6,,57.2,Ug/M3,"12.5597,81.3565",ok 
E23327,PL-03,2026-01-24 02:30,101.2,19.5,66.0,ug/m3,,OK
E23328,PL-05,2026-01-24 02:40,88.4,31.2,80.0,µg/m³,"13.9055,80.0472",Fault
E23329,PL-01,24-01-2026 02:50,83.0,33.4,66.2,ug/m³,"14.0779,79.4454",
E23330,PL-19,2026-01-24 03:00,127.8,27.4,-41.11,MG/NM3,"14.2243,79.2564",Ok
E23331,PL-06,24-01-2026 03:10,113.7,40.1,91.3,ug/m3,"13.1657,81.4695",fault
E23332,PL-01,24-01-2026 03:20,106.5,32.2,66.0,UG/M3,"12.7878,81.4919", OK 
E23333,PL-08,24-01-2026 24:30,89.5,33.8,54.5,Ug/M3,"13.0693,80.472",FAULT
E23334,PL-17,2026-01-24 03:40,87.3,26.5,77.4,ug/m3,"13.0557,81.2944", FAULT
E23335,PL-17,2026-01-24 03:50,93.0,28.9,72.9,Ug/M3,"13.7307,79.2633",Maint
E23336,PL-10,2026-01-24 04:00,-126.2,33.7,75.6,mg/Nm3,"14.4081,81.2745", FAULT
E23337,PL-20,2026-01-24 04:10,84.7,26.2,57.1,µg/m³,"14.3962,80.3067",maintenance
E23338,PL-10,2026-01-24 04:20,1044.0,43.7,84.9,µg/m³,"13.9325,80.8449",Maint
E23339,PL-18,2026-01-24 04:30,92.7,29.7,85.9,µg/m³,"13.3116,80.5688",fault
E23340,PL-07,2026-01-24 04:40,118.8,24.2,82.0,mg/Nm3,"13.7863,79.6253",OK
E23341,PL-04,24-01-2026 04:50,-85.3,30.0,66.0,MG/NM3,"14.4707,81.137",ok 
E23342,PL-08,2026-01-24 05:00,125.9,30.1,80.1,MG/NM3,"13.6839,80.8491",Ok
E23343,PL-18,2026-01-24 05:10,112.6,44.4,77.6,MG/NM3,"14.0449,79.8353",Ok
E23344,PL-02,2026-01-24 05:20,106.9,31.3,78.1,Ug/M3,"13.844,79.8481",Ok
E23345,PL-19,2026-01-24 05:30,115.6,,72.1,µg/m³,"13.3439,80.0521",Maint
E23346,PL-01,2026-01-24 05:40 UTC,108.8,32.6,82.4,µg/m³,"12.7528,79.5351",Fault
E23347,PL-07,2026-01-24 05:50,107.7,,70.1,mg/Nm3,"13.6785,79.6567",maint
E23348,PL-15,2026-01-24 06:00,111.6,,81.4,µg/m³,"13.6199,79.818",Maint
E23349,PL-18,2026-01-24 06:10,117.7,32.9,90.7,Ug/M3,"12.8225,80.2554",Ok
E23350,PL-13,2026-01-24 06:20 UTC,104.2,29.7,85.9,µg/m³,"13.9794,81.3302",Fault
E23351,PL-19,2026-01-24 06:30,139.6,28.4,86.3,µg/m³,"13.7168,79.0785",maintenance
E23352,PL-19,2026-01-24 06:40,122.3,31.3,-67.4,µg/m³,"13.6253,81.0785",FAULT
E23353,PL-07,2026-01-24 06:50,118.5,32.3,-83.3,µg/m³,"13.4632,80.6941", OK 
E23354,PL-07,2026-01-24 07:00,129.2,35.9,85.9,UG/m3,"13.0139,81.3474",MAINT
E23355,PL-20,2026-01-24 07:10,-72.5,30.3,82.4,UG/m3,"13.7013,81.0342",MAINTENANCE
E23356,PL-11,2026-01-24 07:20,124.2,34.8,95.7,UG/m3,"13.206,79.1895",FAULT
E23357,PL-20,2026-01-24 07:30,2.0,39.8,,mg/Nm3,"13.3092,81.2154", OK 
E23358,PL-12,2026-01-24 07:40,99.6,38.8,60.9,mg/Nm3,"12.6444,80.9682",Ok
E23359,PL-04,24-01-2026 07:50,110.4,,106.6,UG/m3,"13.4171,81.0107", OK 
E23360,PL-19,2026-01-24 08:00,76.3,41.0,86.2,MG/NM3,"12.9698,80.3447",maintenance
E23361,PL-16,2026-01-24 08:10,-110.1,29.0,70.7,Ug/M3,"12.6211,81.3424",ok
E23362,PL-02,2026-01-24 08:20,116.8,44.2,83.1,UG/m3,"14.0124,80.7729",Ok
E23363,PL-18,24-01-2026 24:30,89.0,36.5,86.5,Ug/M3,"12.5486,81.4381",ok
E23364,PL-17,2026-01-24 08:40,102.2,34.3,47.8,ug/m³,"12.7357,80.8987",ok 
E23365,PL-16,2026-01-24 24:10,97.3,31.7,72.0,Ug/M3,"13.9106,80.7419",FAULT
E23366,PL-19,2026-01-24 09:00,110.3,29.6,75.7,mg/Nm3,"14.3959,79.9954",Maint
E23367,PL-11,2026-01-24 09:10,93.4,32.0,72.6,Ug/M3,"13.8353,79.056",Fault
E23368,PL-11,2026-01-24 09:20,116.7,41.4,58.1,mg/Nm3,"12.7044,79.6878",Ok
E23369,PL-09,2026-01-24 09:30,90.4,34.1,82.1,UG/m3,"12.5538,81.0668",OK
E23370,PL-01,2026-01-24 09:40,101.8,41.5,72.1,ug/m3,"14.1371,79.5464", maint 
E23371,PL-14,2026-01-24 09:50,123.9,40.6,61.0,UG/M3,"12.6297,80.2412",FAULT
E23372,PL-18,2026-01-24 10:00,82.8,25.7,65.0,ug/m³,"12.6021,81.1528",OK
E23373,PL-11,2026-01-24 10:10,3.7,29.8,59.9,MG/NM3,"14.1472,81.4426", OK 
E23374,PL-08,2026-01-24 24:10,105.4,24.1,76.2,UG/m3,"13.8314,79.2166",Fault
E23375,PL-17,2026-01-24 10:30,93.3,30.7,65.1,mg/Nm3,"14.1884,79.735", OK 
E23376,PL-14,2026-01-24 10:40,1.9,33.1,52.6,ug/m³,"14.2794,80.7983", ok
E23377,PL-08,2026-01-24 10:50,92.5,31.4,62.4,ug/m³,"13.6193,79.3681",Maint
E23378,PL-16,2026-01-24 11:00,90.9,34.4,56.6,mg/Nm3,"13.2503,79.1145",Maint
E23379,PL-14,2026-01-24 11:10,97.3,35.2,60.3,Ug/M3,"14.4857,80.9722",MAINT
E23380,PL-18,2026-01-24 11:20,80.0,24.6,62.2,Ug/M3,"13.6105,79.7725",Maint
E23381,PL-15,2026-01-24 11:30,57.5,,52.2,UG/m3,"13.2734,80.7466",Ok
E23382,PL-04,2026-01-24 11:40,67.6,30.1,65.5,UG/m3,"12.5454,81.2893",ok
E23383,PL-18,2026-01-24 11:50,65.0,28.3,64.4,µg/m³,"14.1689,79.8383", OK 
E23384,PL-05,24-01-2026 12:00,89.1,27.0,50.5,Ug/M3,"14.1723,81.4501",Maint
E23385,PL-14,2026-01-24 12:10,52.6,29.1,53.7,mg/Nm3,"13.4855,79.2676", FAULT
E23386,PL-08,2026-01-24 12:20,68.7,17.0,54.2,ug/m³,"12.5031,79.0645",Maint
E23387,PL-13,2026-01-24 12:30+05:30,65.3,28.4,56.2,UG/M3,"12.9244,81.2329",MAINTENANCE
E23388,PL-06,24-01-2026 24:40,39.7,27.3,48.2,ug/m3,"13.4257,80.8659", maint 
E23389,PL-10,2026-01-24 12:50,80.9,34.1,40.0,µg/m³,"14.2452,80.8642",fault
E23390,PL-09,2026-01-24 13:00,50.9,16.4,45.9,mg/Nm3,"13.9117,79.9139",MAINTENANCE
E23391,PL-14,2026-01-24 13:10,64.5,21.0,65.0,mg/nm3,"13.8902,81.4924", ok
E23392,PL-15,2026-01-24 13:20,66.7,19.7,60.1,ug/m³,"13.3268,79.5621", maint 
E23393,PL-06,24-01-2026 13:30,61.6,,44.9,UG/M3,"13.5304,80.8106", ok
E23394,PL-20,2026-01-24 13:40,32.5,23.8,49.3,µg/m³,"14.2065,79.5236",maint
E23395,PL-16,2026-01-24 13:50,62.7,21.1,53.1,ug/m³,"13.4475,79.4678",Fault
E23396,PL-02,2026-01-24 14:00,52.3,27.0,43.3,ug/m³,"12.5276,81.1983",ok
E23397,PL-17,2026-01-24 14:10,56.6,16.0,36.2,µg/m³,"13.1244,79.2968",FAULT
E23398,PL-14,2026-01-24 14:20,23.1,20.1,23.8,Ug/M3,"12.7816,81.0534",maintenance
E23399,PL-17,2026-01-24 14:30,53.9,18.7,37.1,µg/m³,"14.0239,79.135",ok 
E23400,PL-11,2026-01-24 14:40,18.6,22.4,34.1,Ug/M3,"14.1823,79.5664",MAINTENANCE
E23401,PL-11,2026-01-24 14:50,47.4,18.5,39.9,ug/m³,"13.26,80.3967",MAINTENANCE
E23402,PL-13,2026-01-24 15:00,53.0,19.2,25.6,MG/NM3,"12.9892,80.3714",Maint
E23403,PL-06,2026-01-24 15:10,-37.1,26.0,40.8,UG/m3,"12.947,80.0201", ok
E23404,PL-08,2026-01-24 15:20,33.5,8.7,20.6,mg/Nm3,"14.3489,81.2303",FAULT
E23405,PL-15,2026-01-24 15:30,67.4,19.5,12.3,UG/m3,"13.9553,81.1196", maint 
E23406,PL-04,2026-01-24 15:40,52.7,22.0,28.0,mg/Nm3,"13.276,80.7955",Fault
E23407,PL-02,2026-01-24 15:50+05:30,25.3,17.4,18.7,mg/Nm3,"12.8107,79.7568",maintenance
E23408,PL-20,2026-01-24 16:00,47.2,22.0,19.4,ug/m3,"14.284,80.877",Ok
E23409,PL-06,2026-01-24 16:10,34.0,14.6,30.0,UG/M3,"13.6108,79.6973",fault
E23410,PL-13,2026-01-24 16:20,38.4,16.6,15.5,mg/nm3,"12.6897,81.3993",OK
E23411,PL-20,2026-01-24 16:30,17.8,16.7,30.9,mg/nm3,"13.3902,79.7697", ok
E23412,PL-06,2026-01-24 16:40,27.3,13.2,25.9,Ug/M3,"13.2881,81.2794",OK
E23413,PL-06,2026-01-24 16:50,26.1,16.1,13.6,MG/NM3,"13.4989,79.3667",MAINT
E23414,PL-09,2026-01-24 17:00,47.1,11.5,8.5,mg/nm3,"13.1116,81.4423", FAULT
E23415,PL-12,2026-01-24 17:10,25.0,17.2,28.9,MG/NM3,"12.53,79.5516",Fault
E23416,PL-06,2026-01-24 17:20,42.1,20.3,23.1,UG/M3,"13.4548,79.2035", maint 
E23417,PL-08,2026-01-24 17:30,-27.9,10.4,13.4,UG/M3,"13.3231,81.3427",ok 
E23418,PL-11,2026-01-24 17:40,24.0,5.7,19.6,ug/m3,"13.8734,79.2684",ok
E23419,PL-12,2026-01-24 17:50,31.4,12.7,16.4,MG/NM3,"12.61,80.9282",Ok
E23420,PL-01,2026-01-24 24:20,41.2,19.2,-38.1,mg/nm3,"13.8805,80.2739",UNKNOWN
E23421,PL-17,2026-01-24 18:10,32.4,14.5,11.9,mg/nm3,"13.4766,81.3621",MAINT
E23422,PL-07,2026-01-24 18:20,9.0,14.5,37.8,UG/m3,"13.9508,79.2762",MAINT
E23423,PL-14,2026-01-24 18:30,24.7,30336.8,390.0,mg/Nm3,"12.7627,79.3814",MAINTENANCE
E23424,PL-06,2026-01-24 18:40,14.7,2.9,15.0,µg/m³,"12.7896,81.0834",OK
E23425,PL-14,2026-01-24 18:50,77.5,-26.12,19.8,µg/m³,"14.0885,81.254",
E23426,PL-17,2026-01-24 19:00,36.9,16.7,,UG/m3,"12.621,81.4392",MAINT
E23427,PL-02,2026-01-24 19:10,26.1,12.3,5.3,UG/m3,"12.7508,79.7358",maint
E23428,PL-01,2026-01-24 19:20,16.8,13.7,18.3,MG/NM3,"13.8817,81.3136", OK 
E23429,PL-18,2026-01-24 19:30,14.3,20.9,,mg/nm3,"13.3607,79.1357",Maint
E23430,PL-06,2026-01-24 19:40,-26.2,8.5,22.3,mg/nm3,"13.2929,79.0699", FAULT
E23431,PL-05,2026-01-24 19:50,25.5,13.4,24.5,ug/m³,"14.3743,81.1557",Maint
E23432,PL-15,2026-01-24 20:00+05:30,35.0,,31.3,Ug/M3,"12.6261,79.8615",MAINTENANCE
E23433,PL-14,2026-01-24 24:30,41.9,19.1,12.5,ug/m³,"12.8071,80.637",MAINTENANCE
E23434,PL-09,2026-01-24 20:20,28.5,,25.5,ug/m³,"13.9826,81.2819",Ok
E23435,PL-15,2026-01-24 20:30,22.3,12.7,30.4,UG/M3,"14.3713,79.5279",Fault
E23436,PL-09,24-01-2026 24:40,19.9,15.6,29.5,UG/M3,"14.411,80.6629",ok 
E23437,PL-17,2026-01-24 20:50,27.5,19.3,17.9,mg/nm3,"13.1999,81.4967",maint
E23438,PL-10,2026-01-24 21:00,54.4,4.7,16.3,UG/m3,"12.9083,79.4716",maintenance
E23439,PL-04,2026-01-24 21:10,30.6,14.7,27.5,µg/m³,"13.8034,79.871",FAULT
E23440,PL-17,2026-01-24 21:20,41.6,17.3,47.5,UG/M3,"14.3511,81.1348",fault
E23441,PL-13,2026-01-24 21:30,43.5,23.6,26.2,ug/m3,"13.4272,81.0712", OK 
E23442,PL-14,2026-01-24 21:40,62.7,10.2,41.5,ug/m³,"13.1601,81.0584",ok
E23443,PL-19,2026-01-24 21:50,49.0,20.3,37.7,UG/m3,"12.5101,81.0328",ok
E23444,PL-05,24-01-2026 24:00,59.4,19.3,46.3,ug/m3,"13.1331,79.498",Fault
E23445,PL-07,2026-01-24 22:10,61.9,13.8,13.6,mg/Nm3,"12.8638,80.373",fault
E23446,PL-05,2026-01-24 22:20,56.7,17.5,45.0,mg/Nm3,"12.8113,79.1999",ok 
E23447,PL-17,2026-01-24 22:30,30.2,22.8,18.3,mg/nm3,"12.7898,81.4395", ok
E23448,PL-19,2026-01-24 22:40,47.0,18.7,34.0,UG/M3,"13.4307,79.2763",maint
E23449,PL-06,2026-01-24 22:50,22.9,19.9,37.7,MG/NM3,"12.5726,79.6314",MAINT
E23450,PL-08,2026-01-24 23:00,50.0,11.9,53.1,µg/m³,"13.4032,79.4075",ok
E23451,PL-04,2026-01-24 23:10,40.1,,55.0,mg/nm3,"13.1428,80.1186",Maint
E23452,PL-10,2026-01-24 23:20,74.1,27.2,52.3,UG/m3,"12.7581,80.7292", ok
E23453,PL-15,2026-01-24 23:30,47.5,22.6,55.9,MG/NM3,"13.624,80.6261",Ok
E23454,PL-07,2026-01-24 23:40,61.5,19.3,25.5,ug/m³,"13.4615,81.4999",Fault
E23455,PL-02,2026-01-24 23:50,2.5,21.6,,UG/M3,"14.2349,81.2168",ok
E23456,PL-18,2026-01-25 00:00,68.7,16.3,45.2,mg/Nm3,"12.5113,80.7849",Ok
E23457,PL-02,2026-01-25 00:10,51.4,33.0,52.7,UG/M3,"13.5769,80.8931",MAINTENANCE
E23458,PL-02,2026-01-25 00:20,0.5,18.5,40.6,mg/Nm3,"13.6753,80.4085",ok 
E23459,PL-17,25-01-2026 00:30,-1041.5,25.8,42.4,ug/m³,"13.7289,79.5075",MAINT
E23460,PL-10,2026-01-25 00:40,59.9,20.9,49.9,UG/m3,"14.0868,79.119", OK 
E23461,PL-12,2026-01-25 00:50,63.5,24.5,36.9,µg/m³,"13.4519,79.7787",maintenance
E23462,PL-03,2026-01-25 01:00,85.5,29.0,58.3,ug/m³,"13.6381,80.4284",fault
E23463,PL-03,2026-01-25 01:10,79.8,31.5,-56.9,ug/m3,"13.9738,80.685",fault
E23464,PL-09,2026-01-25 01:20,78.1,32.9,53.8,UG/M3,"13.6554,80.1416",Maint
E23465,PL-08,2026-01-25 01:30,75.1,31.3,55.9,MG/NM3,"13.7478,80.0009",maint
E23466,PL-14,2026-01-25 01:40,97.2,25.7,52.3,ug/m³,"12.5561,79.4731",Ok
E23467,PL-17,2026-01-25 01:50,63.2,15.3,59.9,UG/m3,"14.1234,79.5583", OK 
E23468,PL-02,2026-01-25 02:00,93.9,26.6,62.6,mg/nm3,"13.9806,81.2983",Maint
E23469,PL-12,2026-01-25 02:10,86.4,25.2,57.6,µg/m³,"14.2963,80.4253", maint 
E23470,PL-06,2026-01-25 02:20,70.4,33.7,69.2,MG/NM3,"14.0851,79.8638",maintenance
E23471,PL-16,2026-01-25 02:30,60.7,31.3,67.4,mg/nm3,"14.0792,80.4294",FAULT
E23472,PL-14,2026-01-25 02:40,65.1,27.9,53.0,µg/m³,"13.3707,81.3766", ok
E23473,PL-18,2026-01-25 02:50,86.6,28.4,65.1,ug/m3,"13.1268,79.051",MAINTENANCE
E23474,PL-18,25-01-2026 03:00,102.4,29.9,79.0,mg/nm3,"14.4917,79.8457",MAINT
E23475,PL-16,25-01-2026 03:10,88.3,25.0,79.4,ug/m³,"12.5338,80.06",ok 
E23476,PL-13,2026-01-25 03:20,114.4,30.1,69.1,mg/Nm3,"13.0526,81.4544", ok
E23477,PL-03,2026-01-25 03:30,115.3,30.9,50.0,µg/m³,"13.8838,80.8621", ok
E23478,PL-05,2026-01-25 03:40,115.0,,75.7,mg/nm3,"13.3848,80.5706",MAINTENANCE
E23479,PL-01,2026-01-25 03:50,96.7,29.6,69.7,MG/NM3,"13.6438,80.0612", maint 
E23480,PL-02,2026-01-25 04:00,,32.1,87.5,µg/m³,"13.0116,79.7699", maint 
E23481,PL-04,2026-01-25 04:10,104.8,25.2,83.7,mg/nm3,"13.3438,81.293",MAINT
E23482,PL-14,2026-01-25 04:20,119.3,35.7,63.8,Ug/M3,"14.2161,80.2338",OK
E23483,PL-11,2026-01-25 04:30,-119.4,30.7,71.9,UG/m3,"13.5229,80.4011",maintenance
E23484,PL-04,2026-01-25 04:40,117.7,30.2,100.5,MG/NM3,"12.8185,80.5179", maint 
E23485,PL-04,2026-01-25 04:50,84.1,32.9,-66.2,UG/M3,"13.7326,79.4427", maint 
E23486,PL-17,25-01-2026 05:00,99.4,,77.6,UG/M3,"13.4716,80.7382",ok
E23487,PL-04,2026-01-25 05:10,102.6,-43.46,81.2,ug/m3,"12.7827,80.61", ok
E23488,PL-20,2026-01-25 05:20,101.2,43.2,70.6,UG/M3,"12.8366,80.605",fault
E23489,PL-06,2026-01-25 05:30,98.6,32.1,74.1,mg/Nm3,"13.5948,80.6076", OK 
E23490,PL-18,2026-01-25 05:40,105.2,26.8,72.9,ug/m³,"12.8664,79.4473",MAINT
E23491,PL-20,2026-01-25 05:50,95.5,34.9,80.9,UG/M3,"13.9318,80.5048",fault
E23492,PL-18,2026-01-25 06:00,135.4,27.3,81.9,ug/m³,"14.3407,80.8254",OK
E23493,PL-05,2026-01-25 06:10,114.5,,74.5,MG/NM3,"14.3101,81.18",MAINT
E23494,PL-17,25-01-2026 24:20 UTC,114.7,38.9,76.6,ug/m³,"13.1592,80.583",maint
E23495,PL-12,2026-01-25 06:30,118.1,49.0,80.2,mg/nm3,"14.3899,79.8448",ok 
E23496,PL-16,25-01-2026 06:40,152.3,32.2,89.4,mg/nm3,"12.653,79.3889",maintenance
E23497,PL-05,2026-01-25 06:50,106.6,28.4,73.0,mg/Nm3,"12.9698,79.1275",MAINTENANCE
E23498,PL-03,2026-01-25 07:00,,38.7,80.9,MG/NM3,,maint
E23499,PL-18,2026-01-25 07:10,91.2,,-7.11,mg/nm3,"14.4862,79.8435",ok 
E23500,PL-15,2026-01-25 07:20,115.8,36.7,71.5,mg/nm3,"12.9837,80.0598",MAINT
E23501,PL-15,2026-01-25 07:30,119.2,49.3,62.7,ug/m3,"13.5363,79.4577", OK 
E23502,PL-20,2026-01-25 07:40,96.3,38.6,60.6,Ug/M3,"13.6048,80.1906",FAULT
E23503,PL-12,2026-01-25 07:50,154.4,30.5,70.6,Ug/M3,"12.9898,79.6868",maintenance
E23504,PL-11,2026-01-25 08:00,103.1,31.9,66.2,µg/m³,"14.2005,80.4064",OK
E23505,PL-12,2026-01-25 08:10,72.3,27.4,96.2,µg/m³,"12.5054,80.0856",FAULT
E23506,PL-09,2026-01-25 08:20,-130.7,40.9,65.8,µg/m³,"12.9461,80.7491",maint
E23507,PL-13,2026-01-25 08:30 UTC,116.9,41.0,71.4,UG/M3,"13.3799,80.7156",MAINT
E23508,PL-12,2026-01-25 08:40,131.8,28.8,64.0,UG/M3,"13.0857,80.4221", maint 
E23509,PL-16,2026-01-25 08:50,126.0,30.7,66.3,UG/m3,"13.1434,79.0071", ok
E23510,PL-06,2026-01-25 09:00,88.4,30.4,63.0,mg/Nm3,"12.881,80.3347",ok 
E23511,PL-20,2026-01-25 09:10,114.4,31.1,77.0,ug/m³,"12.6923,80.7888", FAULT
E23512,PL-17,25-01-2026 09:20,107.7,30.2,79.8,mg/nm3,"12.5397,79.7918",maint
E23513,PL-09,2026-01-25 09:30,100.3,31.7,59.8,Ug/M3,"13.0099,79.8096",MAINTENANCE
E23514,PL-16,2026-01-25 09:40,109.6,33.2,59.0,ug/m3,"13.1579,79.5885", ok
E23515,PL-18,2026-01-25 09:50,77.4,30.8,56.2,ug/m3,"13.6546,80.2563",Maint
E23516,PL-18,2026-01-25 10:00,-96.3,27.9,71.7,µg/m³,"14.3169,79.8977",MAINT
E23517,PL-11,2026-01-25 10:10,119.0,,-76.7,UG/m3,"12.5252,80.6955", ok
E23518,PL-08,2026-01-25 10:20,98.8,37.6,69.4,MG/NM3,"13.8338,80.0822",Maint
E23519,PL-10,2026-01-25 10:30,113.8,30.3,41.5,Ug/M3,"12.5861,79.4098",Fault
E23520,PL-17,2026-01-25 10:40,87.8,23.9,82.9,UG/M3,"13.8958,79.1897", FAULT
E23521,PL-16,2026-01-25 10:50,117.4,31.0,74.5,mg/nm3,"13.4057,79.1204", ok
E23522,PL-19,2026-01-25 11:00,101.8,36.0,,mg/nm3,"13.5455,80.5651",MAINTENANCE
E23523,PL-11,2026-01-25 11:10,65.6,23.1,-64.3,ug/m3,"12.9784,80.5053", OK 
E23524,PL-19,2026-01-25 11:20,90.9,38.1,57.3,UG/m3,"13.4722,80.7329",MAINT
E23525,PL-05,2026-01-25 11:30,107.0,31.4,51.9,ug/m³,"14.2663,79.7939",fault
E23526,PL-20,2026-01-25 11:40,73.7,27.8,70.2,MG/NM3,"13.7813,81.3058",OK
E23527,PL-12,2026-01-25 11:50 UTC,73.8,25.8,66.0,UG/M3,"12.9065,81.3995", FAULT
E23528,PL-13,2026-01-25 12:00,96.1,23.5,76.4,µg/m³,"12.6328,79.6218", ok
E23529,PL-05,2026-01-25 12:10,83.6,29.0,59.8,mg/nm3,"14.1567,81.1259", OK 
E23530,PL-08,2026-01-25 12:20,59.4,21.4,45.7,ug/m3,"12.6417,81.1194",maintenance
E23531,PL-04,2026-01-25 12:30,58.2,28.2,31.1,ug/m³,"13.2053,79.1017",maintenance
E23532,PL-16,2026-01-25 12:40+05:30,56.6,24.4,48.2,UG/M3,"12.6565,79.3908",0
E23533,PL-08,2026-01-25 12:50,44.3,26.2,29.6,UG/m3,"13.328,80.1955", ok
E23534,PL-19,2026-01-25 13:00,52.9,21.3,62.6,MG/NM3,"14.1087,81.3759",ok
E23535,PL-14,2026-01-25 13:10,88.8,34.5,51.3,ug/m3,"14.0318,79.3404",ok
E23536,PL-14,2026-01-25 13:20,54.3,24.3,45.3,UG/M3,"13.796,80.303", ok
E23537,PL-10,2026-01-25 13:30,57.0,22.2,37.3,UG/M3,"13.5149,81.2821",FAULT
E23538,PL-13,2026-01-25 13:40,51.5,25.4,586.0,UG/M3,"14.2258,80.4593",FAULT
E23539,PL-14,2026-01-25 13:50,70.5,19.2,-50.4,mg/nm3,"13.3633,79.916",OK
E23540,PL-03,2026-01-25 14:00,39.6,17.6,214.2,MG/NM3,"12.6669,81.0966", FAULT
E23541,PL-14,2026-01-25 14:10,-42.93,12.1,54.8,µg/m³,"13.2377,80.3769", maint 
E23542,PL-14,2026-01-25 14:20,56.5,17.6,42.6,UG/M3,"13.7873,81.0118", ok
E23543,PL-05,2026-01-25 14:30,61.9,21.6,34.6,mg/nm3,"14.4023,79.4161",maintenance
E23544,PL-06,2026-01-25 14:40,51.7,23.8,28.5,µg/m³,"13.7079,79.8404",Maint
E23545,PL-14,2026-01-25 14:50,46.9,,53.4,mg/nm3,"14.3651,81.0036",MAINTENANCE
E23546,PL-14,2026-01-25 15:00,48.0,22.1,39.4,µg/m³,"13.076,81.1996",MAINTENANCE
E23547,PL-20,2026-01-25 15:10,25.2,19.8,31.5,UG/M3,"13.7725,80.6352", maint 
E23548,PL-13,2026-01-25 15:20,40.2,15.7,25.5,ug/m3,"12.5157,79.7364",MAINTENANCE
E23549,PL-06,25-01-2026 24:30,48.7,11.1,-31.9,mg/Nm3,"14.2687,79.2571",ok
E23550,PL-03,2026-01-25 15:40,26.6,17.4,12.3,UG/m3,"13.1277,81.3595", maint 
E23551,PL-11,2026-01-25 15:50,43.4,,32.6,µg/m³,"13.0619,80.8977",Maint
E23552,PL-01,2026-01-25 16:00,42.1,,19.9,UG/m3,"13.3513,80.4793",Ok
E23553,PL-10,2026-01-25 16:10,8.2,15.4,24.2,mg/nm3,"13.1156,81.1811",ok 
E23554,PL-15,2026-01-25 16:20,4.1,13.8,28.9,Ug/M3,"12.6925,80.8648",Ok
E23555,PL-17,25-01-2026 24:30,593.7,3.9,34.8,Ug/M3,"13.6806,80.548",maintenance
E23556,PL-12,25-01-2026 16:40,19.5,19.6,29.7,Ug/M3,"13.1491,80.7487",maintenance
E23557,PL-14,2026-01-25 16:50,18.1,22.3,19.3,mg/Nm3,"14.1491,79.0881",fault
E23558,PL-07,2026-01-25 17:00,20.8,21.1,18.7,mg/Nm3,"13.0133,80.1604",ok 
E23559,PL-16,2026-01-25 17:10,0.0,9.2,14.4,ug/m³,"14.3436,79.1191",MAINTENANCE
E23560,PL-18,2026-01-25 17:20,52.8,19.1,41.3,µg/m³,"12.9801,80.4189", maint 
E23561,PL-02,2026-01-25 17:30 UTC,8.7,10.2,,UG/M3,"13.1204,79.3114",Ok
E23562,PL-02,2026-01-25 17:40,12.4,25.7,25.9,Ug/M3,"12.6345,81.2447",MAINT
E23563,PL-19,2026-01-25 17:50,37.6,10.2,41.6,Ug/M3,"12.7804,79.3562",FAULT
