Record_ID,Plant_ID,Stack_ID,Flow_Rate_m3_hr,TS,PM2.5,SO2,NOx,Unit,Status,Lat_Lon,Source_Type,PM25_Filled,SO2_Filled,NOx_Filled,Exceedance_Flag
E12654,PL-03,S-01,3704.3,2025-01-14 04:15:00,146.27,180.09,12.91,ug/m3,FAULT,"12.9712,77.5953",Stack,False,False,False,OK
E12655,PL-03,S-02,2069.8,2025-01-14 04:15:00,2.4,184.4,213.0,ug/m3,OK,"12.9715,77.594",Stack,False,False,False,OK
E12656,PL-03,S-03,1949.5,2025-01-14 04:15:00,112.67,126.14,62.48,ug/m3,OK,"12.9725,77.5943",Stack,False,False,False,OK
E12657,LOC-DEL-01,A-01,0.0,2025-01-14 04:15:00,147.4,116.7,147.5,ug/m3,MAINT,"28.6133,77.2096",Ambient,False,False,False,EXCEEDANCE
E12658,LOC-DEL-02,A-02,,2025-01-14 04:15:00,55.76,129.6,114.85,ug/m3,FAULT,"28.6191,77.2145",Ambient,False,False,False,EXCEEDANCE
E12659,LOC-MUM-01,A-01,0.0,2025-01-14 04:15:00,0.59,101.08,267.0,ug/m3,MAINT,"19.077,72.8777",Ambient,False,False,False,EXCEEDANCE
E12660,LOC-BLR-01,A-01,0.0,2025-01-14 04:15:00,106.4,185.2,160.1,ug/m3,FAULT,"12.9717,77.5952",Ambient,False,False,False,EXCEEDANCE
E12661,PL-01,S-01,3118.7,2025-01-14 04:30:00,113.33,77.16,78.43,ug/m3,MAINT,"13.0827,80.271",Stack,False,False,False,OK
E12662,PL-01,S-02,4404.0,2025-01-14 04:30:00,175.1,236.12,98.98,ug/m3,OK,"13.0823,80.2704",Stack,False,False,False,EXCEEDANCE
E12663,PL-02,S-01,2526.7,2025-01-14 04:30:00,221.71,217.71,131.14,ug/m3,OK,"19.0758,72.8783",Stack,False,False,False,EXCEEDANCE
E12664,PL-03,S-01,3164.7,2025-01-14 04:30:00,1.55,120.64,17.18,ug/m3,FAULT,"12.9718,77.5953",Stack,False,False,False,OK
E12665,PL-03,S-02,2244.8,2025-01-14 04:30:00,273.8,146.7,115.2,ug/m3,MAINT,"12.9725,77.5955",Stack,False,False,False,EXCEEDANCE
E12666,PL-03,S-03,3560.3,2025-01-14 04:30:00,106.93,2.48,175.45,ug/m3,OK,"12.9708,77.5941",Stack,False,False,False,OK
E12667,LOC-DEL-01,A-01,0.0,2025-01-14 04:30:00,166.4,124.3,135.0,ug/m3,MAINT,"28.6139,77.2091",Ambient,False,False,False,EXCEEDANCE
E12668,LOC-DEL-02,A-02,,2025-01-14 04:30:00,273.8,275.7,107.97999999999999,ug/m3,MAINT,"28.6205,77.2153",Ambient,False,False,True,EXCEEDANCE
E12669,LOC-MUM-01,A-01,0.0,2025-01-14 04:30:00,273.8,275.7,267.0,ug/m3,OK,"19.0757,72.8773",Ambient,False,False,False,EXCEEDANCE
E12670,,,,,,,,ug/m3,GAP_FILLED,,Unknown,False,False,False,OK
E12671,PL-01,S-01,4395.1,2025-01-14 04:45:00,92.75,1.47,79.71,ug/m3,FAULT,"13.0822,80.2702",Stack,False,False,False,OK
E12672,PL-01,S-02,2107.3,2025-01-14 04:45:00,179.39,17.04,176.84,ug/m3,FAULT,"13.0837,80.2715",Stack,False,False,False,EXCEEDANCE
E12673,PL-02,S-01,1629.2,2025-01-14 04:45:00,199.14,73.05,64.1,ug/m3,FAULT,"19.0758,72.8781",Stack,False,False,False,EXCEEDANCE
E12674,,,,,,,,ug/m3,GAP_FILLED,,Unknown,False,False,False,OK
E12675,PL-03,S-02,4228.8,2025-01-14 04:45:00,148.7,96.8,167.5,ug/m3,FAULT,"12.9714,77.5947",Stack,False,False,False,OK
E12676,PL-03,S-03,4960.2,2025-01-14 04:45:00,139.31,52.38,26.53,ug/m3,FAULT,"12.9708,77.5951",Stack,False,False,False,OK
E12677,LOC-DEL-01,A-01,,2025-01-14 04:45:00,174.7,24.3,90.3,ug/m3,OK,"28.6142,77.2085",Ambient,True,False,False,EXCEEDANCE
E12678,LOC-DEL-02,A-02,,2025-01-14 04:45:00,165.66,120.0,133.64,ug/m3,FAULT,"28.6207,77.2143",Ambient,False,False,False,EXCEEDANCE
E12679,LOC-MUM-01,A-01,0.0,2025-01-14 04:45:00,273.8,139.12,14.8,ug/m3,FAULT,"19.076,72.8775",Ambient,True,False,False,EXCEEDANCE
E12680,LOC-BLR-01,A-01,,2025-01-14 04:45:00,191.3,93.0,0.8,ug/m3,OK,"12.9722,77.5951",Ambient,False,False,False,EXCEEDANCE
E12681,PL-01,S-01,3345.7,2025-01-14 05:00:00,127.16,78.96777777777777,81.96,ug/m3,MAINT,"13.082,80.2713",Stack,False,True,False,OK
E12682,PL-01,S-02,1932.1,2025-01-14 05:00:00,177.65,137.14,2.35,ug/m3,FAULT,"13.0833,80.271",Stack,False,False,False,EXCEEDANCE
E12683,PL-02,S-01,4353.4,2025-01-14 05:00:00,207.62,120.67,101.52,ug/m3,MAINT,"19.0755,72.8783",Stack,False,False,False,EXCEEDANCE
E12684,PL-03,S-01,1697.2,2025-01-14 05:00:00,65.55,128.27,103.64,ug/m3,FAULT,"12.9724,77.5954",Stack,False,False,False,OK
E12685,PL-03,S-02,4575.8,2025-01-14 05:00:00,14.9,108.9,132.1,ug/m3,FAULT,"12.9711,77.5946",Stack,False,False,False,OK
E12686,PL-03,S-03,1806.4,2025-01-14 05:00:00,185.35,171.78,150.3,ug/m3,FAULT,"12.9708,77.595",Stack,False,False,False,EXCEEDANCE
E12687,LOC-DEL-01,A-01,,2025-01-14 05:00:00,177.46666666666667,0.9,163.5,ug/m3,OK,"28.6147,77.2083",Ambient,True,False,False,EXCEEDANCE
E12688,LOC-DEL-02,A-02,0.0,2025-01-14 05:00:00,214.95,47.07,99.29,ug/m3,MAINT,"28.6201,77.2152",Ambient,False,False,False,EXCEEDANCE
E12689,LOC-MUM-01,A-01,,2025-01-14 05:00:00,150.39,275.7,73.24,ug/m3,MAINT,"19.0763,72.8778",Ambient,False,False,False,EXCEEDANCE
E12690,LOC-BLR-01,A-01,,2025-01-14 05:00:00,273.8,97.9,209.5,ug/m3,OK,"12.9706,77.5949",Ambient,False,False,False,EXCEEDANCE
E12691,PL-01,S-01,2240.9,2025-01-14 05:15:00,71.31666666666666,102.75,171.96,ug/m3,FAULT,"13.0837,80.2717",Stack,True,False,False,OK
E12692,PL-01,S-02,1943.8,2025-01-14 05:15:00,0.82,1.84,141.43,ug/m3,FAULT,"13.0826,80.2719",Stack,False,False,False,OK
E12693,PL-02,S-01,4328.9,2025-01-14 05:15:00,88.67,158.48,163.62,ug/m3,FAULT,"19.0764,72.8772",Stack,False,False,False,OK
E12694,PL-03,S-01,4398.1,2025-01-14 05:15:00,186.27,112.27,79.91,ug/m3,MAINT,"12.9709,77.5944",Stack,False,False,False,EXCEEDANCE
E12695,PL-03,S-02,4391.4,2025-01-14 05:15:00,209.5,156.9,84.3,ug/m3,FAULT,"12.9725,77.5944",Stack,False,False,False,EXCEEDANCE
E12696,,,,,,,,ug/m3,GAP_FILLED,,Unknown,False,False,False,OK
E12697,LOC-DEL-01,A-01,0.0,2025-01-14 05:15:00,153.1,137.0,148.3,ug/m3,MAINT,"28.6138,77.2082",Ambient,False,False,False,EXCEEDANCE
E12698,LOC-DEL-02,A-02,0.0,2025-01-14 05:15:00,49.39,1.01,140.1,ug/m3,MAINT,"28.6206,77.2153",Ambient,False,False,False,EXCEEDANCE
E12699,LOC-MUM-01,A-01,,2025-01-14 05:15:00,65.69,181.67,230.59,ug/m3,FAULT,"19.0761,72.8778",Ambient,False,False,False,EXCEEDANCE
E12700,LOC-BLR-01,A-01,,2025-01-14 05:15:00,0.3,163.2,168.6,ug/m3,MAINT,"12.9716,77.5939",Ambient,False,False,False,EXCEEDANCE
E12701,PL-01,S-01,4979.1,2025-01-14 05:30:00,125.49,212.45,104.24666666666667,ug/m3,FAULT,"13.0826,80.2697",Stack,False,False,True,EXCEEDANCE
E12702,PL-01,S-02,4562.2,2025-01-14 05:30:00,104.59,189.49,239.69,ug/m3,FAULT,"13.0834,80.2718",Stack,False,False,False,OK
E12703,PL-02,S-01,3051.1,2025-01-14 05:30:00,159.95800000000003,160.95,76.95,ug/m3,FAULT,"19.0765,72.8775",Stack,True,False,False,EXCEEDANCE
E12704,PL-03,S-01,1479.0,2025-01-14 05:30:00,122.0,94.64,70.36,ug/m3,OK,"12.9714,77.5937",Stack,False,False,False,OK
E12705,PL-03,S-02,3410.4,2025-01-14 05:30:00,273.8,2499.9,267.0,ug/m3,OK,"12.9711,77.5948",Stack,False,False,False,EXCEEDANCE
E12706,PL-03,S-03,4308.5,2025-01-14 05:30:00,156.53,178.81,73.17,ug/m3,MAINT,"12.971,77.5956",Stack,False,False,False,EXCEEDANCE
E12707,,,,,,,,ug/m3,GAP_FILLED,,Unknown,False,False,False,OK
E12708,LOC-DEL-02,A-02,,2025-01-14 05:30:00,148.79,117.68,66.77,ug/m3,OK,"28.6199,77.2152",Ambient,False,False,False,EXCEEDANCE
E12709,LOC-MUM-01,A-01,,2025-01-14 05:30:00,273.8,980.49,267.0,ug/m3,OK,"19.0751,72.8784",Ambient,False,False,False,EXCEEDANCE
E12710,LOC-BLR-01,A-01,,2025-01-14 05:30:00,144.1,87.9,207.8,ug/m3,FAULT,"12.9718,77.5946",Ambient,False,True,False,EXCEEDANCE
E12711,PL-01,S-01,2301.1,2025-01-14 05:45:00,160.59,76.27,190.88,ug/m3,FAULT,"13.0822,80.271",Stack,False,False,False,EXCEEDANCE
E12712,PL-01,S-02,4445.2,2025-01-14 05:45:00,0.82,120.61,200.92,ug/m3,FAULT,"13.0831,80.2707",Stack,False,False,False,OK
E12713,PL-02,S-01,2124.5,2025-01-14 05:45:00,61.81,93.52,121.71,ug/m3,MAINT,"19.0769,72.8777",Stack,False,False,False,OK
E12714,PL-03,S-01,3079.8,2025-01-14 05:45:00,98.45,52.09,152.18,ug/m3,MAINT,"12.9724,77.5954",Stack,False,False,False,OK
E12715,PL-03,S-02,3033.3,2025-01-14 05:45:00,84.1,189.3,151.6,ug/m3,FAULT,"12.9727,77.5945",Stack,False,False,False,OK
E12716,PL-03,S-03,1944.8,2025-01-14 05:45:00,72.48,121.39,131.09,ug/m3,OK,"12.9721,77.5953",Stack,False,False,False,OK
E12717,LOC-DEL-01,A-01,,2025-01-14 05:45:00,183.0,138.1,130.7,ug/m3,OK,"28.6134,77.2099",Ambient,False,False,False,EXCEEDANCE
E12718,,,,,,,,ug/m3,GAP_FILLED,,Unknown,False,False,False,OK
E12719,LOC-MUM-01,A-01,,2025-01-14 05:45:00,193.04,170.1,14.8,ug/m3,MAINT,"19.0764,72.8781",Ambient,False,False,False,EXCEEDANCE
E12720,LOC-BLR-01,A-01,,2025-01-14 05:45:00,499.8,999.8,267.0,ug/m3,FAULT,"12.9723,77.5952",Ambient,False,False,False,EXCEEDANCE
E12721,PL-01,S-01,4896.4,2025-01-14 06:00:00,121.76,100.18555555555555,14.22,ug/m3,FAULT,"13.0834,80.2714",Stack,False,True,False,OK
E12722,PL-01,S-02,1879.5,2025-01-14 06:00:00,191.22,138.57,276.02,ug/m3,FAULT,"13.0825,80.2709",Stack,False,False,False,EXCEEDANCE
E12723,PL-02,S-01,3464.6,2025-01-14 06:00:00,273.8,130.1,49.71,ug/m3,MAINT,"19.076,72.8773",Stack,False,False,False,EXCEEDANCE
E12724,PL-03,S-01,1975.2,2025-01-14 06:00:00,91.64,205.45,1.55,ug/m3,FAULT,"12.9707,77.5947",Stack,False,False,False,EXCEEDANCE
E12725,PL-03,S-02,1752.6,2025-01-14 06:00:00,114.7,1500.9,117.1,ug/m3,FAULT,"12.9727,77.5951",Stack,False,True,False,EXCEEDANCE
E12726,PL-03,S-03,4877.4,2025-01-14 06:00:00,49.5,72.28,67.72,ug/m3,OK,"12.9722,77.5944",Stack,False,False,False,OK
E12727,LOC-DEL-01,A-01,,2025-01-14 06:00:00,183.2,209.2,50.5,ug/m3,OK,"28.614,77.2082",Ambient,False,False,False,EXCEEDANCE
E12728,LOC-DEL-02,A-02,0.0,2025-01-14 06:00:00,89.49,62.12,134.95,ug/m3,MAINT,"28.6201,77.2155",Ambient,False,False,False,EXCEEDANCE
E12729,LOC-MUM-01,A-01,,2025-01-14 06:00:00,46.86,51.47,234.512,ug/m3,MAINT,"19.077,72.8785",Ambient,False,False,True,EXCEEDANCE
E12730,,,,,,,,ug/m3,GAP_FILLED,,Unknown,False,False,False,OK
E12731,PL-01,S-01,3074.5,2025-01-14 06:15:00,30.49,105.49,100.98,ug/m3,OK,"13.0829,80.2716",Stack,False,False,False,OK
E12732,PL-01,S-02,3017.5,2025-01-14 06:15:00,273.8,136.84,159.29,ug/m3,OK,"13.0829,80.2711",Stack,False,False,False,EXCEEDANCE
E12733,PL-02,S-01,2960.6,2025-01-14 06:15:00,113.64400000000002,97.43,49.9,ug/m3,OK,"19.0761,72.8777",Stack,True,False,False,OK
E12734,PL-03,S-01,3106.4,2025-01-14 06:15:00,78.18,51.18,204.91,ug/m3,MAINT,"12.9723,77.5949",Stack,False,False,False,OK
E12735,PL-03,S-02,1239.3,2025-01-14 06:15:00,2.4,118.4,155.0,ug/m3,FAULT,"12.9717,77.5952",Stack,False,False,False,OK
E12736,PL-03,S-03,4423.9,2025-01-14 06:15:00,128.51,124.46,105.74,ug/m3,MAINT,"12.9715,77.5951",Stack,False,False,False,OK
E12737,LOC-DEL-01,A-01,,2025-01-14 06:15:00,166.5,115.4,128.4,ug/m3,MAINT,"28.6137,77.2082",Ambient,False,False,False,EXCEEDANCE
E12738,LOC-DEL-02,A-02,,2025-01-14 06:15:00,191.62,99.39,154.65,ug/m3,OK,"28.6195,77.2152",Ambient,False,False,False,EXCEEDANCE
E12739,LOC-MUM-01,A-01,0.0,2025-01-14 06:15:00,58.04,275.7,218.268,ug/m3,MAINT,"19.0766,72.877",Ambient,False,False,True,EXCEEDANCE
E12740,LOC-BLR-01,A-01,,2025-01-14 06:15:00,14.8,77.9,201.6,ug/m3,OK,"12.9719,77.5943",Ambient,False,False,False,EXCEEDANCE
E12741,PL-01,S-01,3492.6,2025-01-14 06:30:00,41.1275,275.7,267.0,ug/m3,OK,"13.0833,80.2707",Stack,True,False,False,EXCEEDANCE
E12742,PL-01,S-02,4001.6,2025-01-14 06:30:00,0.82,149.8,146.02,ug/m3,FAULT,"13.0835,80.2719",Stack,False,False,False,OK
E12743,PL-02,S-01,1093.0,2025-01-14 06:30:00,58.86,73.52,124.76,ug/m3,MAINT,"19.076,72.8784",Stack,False,False,False,OK
E12744,PL-03,S-01,2211.0,2025-01-14 06:30:00,168.09,95.64,36.0,ug/m3,FAULT,"12.9717,77.5949",Stack,False,False,False,EXCEEDANCE
E12745,PL-03,S-02,2422.5,2025-01-14 06:30:00,164.51999999999998,119.7,140.6,ug/m3,MAINT,"12.9726,77.5947",Stack,True,False,False,EXCEEDANCE
E12746,PL-03,S-03,2950.8,2025-01-14 06:30:00,2.48,116.63,136.83,ug/m3,OK,"12.9718,77.5947",Stack,False,False,False,OK
E12747,LOC-DEL-01,A-01,0.0,2025-01-14 06:30:00,224.84,275.7,267.0,ug/m3,OK,"28.613,77.2089",Ambient,True,False,False,EXCEEDANCE
E12748,LOC-DEL-02,A-02,0.0,2025-01-14 06:30:00,128.28,64.04,122.83,ug/m3,FAULT,"28.6207,77.2145",Ambient,False,False,False,EXCEEDANCE
E12749,LOC-MUM-01,A-01,0.0,2025-01-14 06:30:00,84.51,179.9,158.73,ug/m3,FAULT,"19.0755,72.8782",Ambient,False,False,False,EXCEEDANCE
E12750,LOC-BLR-01,A-01,,2025-01-14 06:30:00,7.550000000000001,81.7,0.8,ug/m3,MAINT,"12.9707,77.5945",Ambient,True,False,False,EXCEEDANCE
E12751,PL-01,S-01,4661.5,2025-01-14 06:45:00,125.39,257.1333333333333,205.98,ug/m3,FAULT,"13.0828,80.2699",Stack,False,True,False,EXCEEDANCE
E12752,,,,,,,,ug/m3,GAP_FILLED,,Unknown,False,False,False,OK
E12753,PL-02,S-01,3750.4,2025-01-14 06:45:00,227.52,116.86,83.71,ug/m3,FAULT,"19.0754,72.878",Stack,False,False,False,EXCEEDANCE
E12754,PL-03,S-01,3959.4,2025-01-14 06:45:00,61.36,155.82,59.82,ug/m3,FAULT,"12.9714,77.5942",Stack,False,False,False,OK
E12755,PL-03,S-02,3515.2,2025-01-14 06:45:00,137.2,2.4,143.8,ug/m3,OK,"12.971,77.5946",Stack,False,False,False,OK
E12756,PL-03,S-03,1954.3,2025-01-14 06:45:00,125.45,190.4,68.81,ug/m3,MAINT,"12.9725,77.5958",Stack,False,False,False,OK
E12757,LOC-DEL-01,A-01,0.0,2025-01-14 06:45:00,132.9,94.8,0.9,ug/m3,FAULT,"28.613,77.2088",Ambient,False,False,False,EXCEEDANCE
E12758,LOC-DEL-02,A-02,0.0,2025-01-14 06:45:00,34.85,223.74,119.6,ug/m3,FAULT,"28.6203,77.2149",Ambient,False,False,False,EXCEEDANCE
E12759,LOC-MUM-01,A-01,0.0,2025-01-14 06:45:00,178.63,100.49,185.78,ug/m3,OK,"19.077,72.8775",Ambient,False,False,False,EXCEEDANCE
E12760,LOC-BLR-01,A-01,0.0,2025-01-14 06:45:00,0.3,89.52857142857142,68.9,ug/m3,OK,"12.9724,77.5937",Ambient,False,True,False,EXCEEDANCE
E12761,PL-01,S-01,1049.6,2025-01-14 07:00:00,273.8,275.7,267.0,ug/m3,FAULT,"13.0819,80.2713",Stack,False,False,False,EXCEEDANCE
E12762,PL-01,S-02,2172.8,2025-01-14 07:00:00,83.57,237.24,136.43,ug/m3,FAULT,"13.0825,80.2721",Stack,False,False,False,EXCEEDANCE
E12763,PL-02,S-01,3552.3,2025-01-14 07:00:00,67.33,116.29,87.33,ug/m3,OK,"19.0757,72.8777",Stack,False,False,False,OK
E12764,PL-03,S-01,3810.0,2025-01-14 07:00:00,52.519999999999996,275.7,267.0,ug/m3,MAINT,"12.9721,77.5954",Stack,True,False,False,EXCEEDANCE
E12765,PL-03,S-02,4514.1,2025-01-14 07:00:00,273.8,275.7,267.0,ug/m3,OK,"12.9718,77.5942",Stack,False,False,False,EXCEEDANCE
E12766,PL-03,S-03,3229.0,2025-01-14 07:00:00,2.48,99.5,205.45,ug/m3,OK,"12.9712,77.5954",Stack,False,False,False,OK
E12767,LOC-DEL-01,A-01,0.0,2025-01-14 07:00:00,266.48,275.7,267.0,ug/m3,MAINT,"28.6137,77.208",Ambient,True,False,False,EXCEEDANCE
E12768,LOC-DEL-02,A-02,,2025-01-14 07:00:00,0.51,208.48,119.6,ug/m3,FAULT,"28.6205,77.2146",Ambient,False,False,False,EXCEEDANCE
E12769,LOC-MUM-01,A-01,0.0,2025-01-14 07:00:00,154.9,89.71,55.0,ug/m3,FAULT,"19.076,72.8775",Ambient,False,False,False,EXCEEDANCE
E12770,LOC-BLR-01,A-01,0.0,2025-01-14 07:00:00,66.3,95.34285714285714,141.9,ug/m3,FAULT,"12.9713,77.5946",Ambient,False,True,False,EXCEEDANCE
E12771,PL-01,S-01,4314.0,2025-01-14 07:15:00,73.04,220.0,201.635,ug/m3,OK,"13.0834,80.27",Stack,False,False,True,EXCEEDANCE
E12772,PL-01,S-02,3794.2,2025-01-14 07:15:00,15.1,27.96,121.63,ug/m3,MAINT,"13.0839,80.2704",Stack,False,False,False,OK
E12773,,,,,,,,ug/m3,GAP_FILLED,,Unknown,False,False,False,OK
E12774,PL-03,S-01,1546.3,2025-01-14 07:15:00,301.91,228.73,60.73,ug/m3,MAINT,"12.971,77.5948",Stack,False,False,False,EXCEEDANCE
E12775,PL-03,S-02,2744.7,2025-01-14 07:15:00,113.0,87.0,90.6,ug/m3,OK,"12.9711,77.5959",Stack,False,False,False,OK
E12776,PL-03,S-03,4152.5,2025-01-14 07:15:00,151.78,105.05,189.9,ug/m3,MAINT,"12.9725,77.5954",Stack,False,False,False,EXCEEDANCE
E12777,LOC-DEL-01,A-01,0.0,2025-01-14 07:15:00,287.3,134.9,267.0,ug/m3,OK,"28.6144,77.2098",Ambient,False,False,False,EXCEEDANCE
E12778,LOC-DEL-02,A-02,0.0,2025-01-14 07:15:00,46.67,176.67,122.73,ug/m3,OK,"28.6199,77.2144",Ambient,False,False,False,EXCEEDANCE
E12779,LOC-MUM-01,A-01,0.0,2025-01-14 07:15:00,50.49,202.06,152.01600000000002,ug/m3,OK,"19.0767,72.8781",Ambient,False,False,True,EXCEEDANCE
E12780,LOC-BLR-01,A-01,,2025-01-14 07:15:00,162.7,150.1,41.3,ug/m3,FAULT,"12.972,77.5946",Ambient,False,False,False,EXCEEDANCE
E12781,PL-01,S-01,3788.7,2025-01-14 07:30:00,181.76,99.51,73.33,ug/m3,FAULT,"13.0819,80.2714",Stack,False,False,False,EXCEEDANCE
E12782,PL-01,S-02,2422.1,2025-01-14 07:30:00,273.8,124.64500000000001,156.02,ug/m3,FAULT,"13.0831,80.271",Stack,False,True,False,EXCEEDANCE
E12783,PL-02,S-01,4571.0,2025-01-14 07:30:00,90.76,198.29,70.436,ug/m3,FAULT,"19.0767,72.8782",Stack,False,False,True,OK
E12784,PL-03,S-01,4517.3,2025-01-14 07:30:00,29.36,81.73,111.0,ug/m3,OK,"12.9719,77.5945",Stack,False,False,False,OK
E12785,PL-03,S-02,4580.5,2025-01-14 07:30:00,80.5,105.4,30.2,ug/m3,OK,"12.9722,77.5954",Stack,False,False,False,OK
E12786,PL-03,S-03,1109.3,2025-01-14 07:30:00,240.99,221.19,162.23,ug/m3,FAULT,"12.9715,77.5952",Stack,False,False,True,EXCEEDANCE
E12787,LOC-DEL-01,A-01,,2025-01-14 07:30:00,71.1,128.9,156.4,ug/m3,OK,"28.614,77.2088",Ambient,False,False,False,EXCEEDANCE
E12788,,,,,,,,ug/m3,GAP_FILLED,,Unknown,False,False,False,OK
E12789,LOC-MUM-01,A-01,,2025-01-14 07:30:00,123.04,180.69,99.22,ug/m3,FAULT,"19.0761,72.878",Ambient,False,False,False,EXCEEDANCE
E12790,LOC-BLR-01,A-01,,2025-01-14 07:30:00,116.0,0.8,124.6,ug/m3,FAULT,"12.9709,77.5939",Ambient,False,False,False,EXCEEDANCE
E12791,PL-01,S-01,3010.3,2025-01-14 07:45:00,70.29,42.16,63.92,ug/m3,FAULT,"13.0836,80.2714",Stack,False,False,False,OK
E12792,PL-01,S-02,1272.8,2025-01-14 07:45:00,146.9375,111.02,132.96,ug/m3,FAULT,"13.0827,80.2706",Stack,True,False,False,OK
E12793,PL-02,S-01,3295.0,2025-01-14 07:45:00,157.33,143.14,127.62,ug/m3,FAULT,"19.0758,72.8786",Stack,False,False,False,EXCEEDANCE
E12794,PL-03,S-01,1830.9,2025-01-14 07:45:00,130.18,59.09,185.09,ug/m3,FAULT,"12.9725,77.5942",Stack,False,False,False,OK
E12795,PL-03,S-02,4265.3,2025-01-14 07:45:00,130.5,86.8,137.9,ug/m3,OK,"12.9728,77.5957",Stack,False,False,False,OK
E12796,PL-03,S-03,1641.7,2025-01-14 07:45:00,77.52,30.3,132.18,ug/m3,FAULT,"12.9711,77.5952",Stack,False,False,False,OK
E12797,LOC-DEL-01,A-01,,2025-01-14 07:45:00,273.8,275.7,267.0,ug/m3,FAULT,"28.6141,77.2095",Ambient,False,False,False,EXCEEDANCE
E12798,LOC-DEL-02,A-02,0.0,2025-01-14 07:45:00,112.93,107.68,120.71,ug/m3,OK,"28.6201,77.2152",Ambient,False,False,False,EXCEEDANCE
E12799,LOC-MUM-01,A-01,,2025-01-14 07:45:00,33.82,172.45,78.33,ug/m3,MAINT,"19.0768,72.8773",Ambient,False,False,False,EXCEEDANCE
E12800,LOC-BLR-01,A-01,,2025-01-14 07:45:00,16.5,112.0,165.3,ug/m3,FAULT,"12.9716,77.5951",Ambient,False,False,True,EXCEEDANCE
E12801,,,,,,,,ug/m3,GAP_FILLED,,Unknown,False,False,False,OK
E12802,PL-01,S-02,4438.8,2025-01-14 08:00:00,157.14,1.84,147.55,ug/m3,FAULT,"13.083,80.2721",Stack,False,False,False,EXCEEDANCE
E12803,PL-02,S-01,1966.2,2025-01-14 08:00:00,137.56,53.9,177.52,ug/m3,FAULT,"19.0757,72.8785",Stack,True,False,False,OK
E12804,PL-03,S-01,3991.5,2025-01-14 08:00:00,106.0,92.18,125.96666666666665,ug/m3,OK,"12.9713,77.5943",Stack,False,False,True,OK
E12805,PL-03,S-02,1625.1,2025-01-14 08:00:00,200.4,275.7,117.8,ug/m3,FAULT,"12.9715,77.5957",Stack,False,False,False,EXCEEDANCE
E12806,PL-03,S-03,1923.2,2025-01-14 08:00:00,134.65,88.51,119.01,ug/m3,OK,"12.9723,77.5958",Stack,False,False,False,OK
E12807,LOC-DEL-01,A-01,,2025-01-14 08:00:00,0.4,99.2,82.7,ug/m3,FAULT,"28.6146,77.2096",Ambient,False,False,False,EXCEEDANCE
E12808,LOC-DEL-02,A-02,0.0,2025-01-14 08:00:00,171.52,137.88,126.67,ug/m3,FAULT,"28.6192,77.2141",Ambient,False,False,False,EXCEEDANCE
E12809,LOC-MUM-01,A-01,0.0,2025-01-14 08:00:00,255.49,53.24,101.37,ug/m3,OK,"19.0768,72.8786",Ambient,False,False,False,EXCEEDANCE
E12810,LOC-BLR-01,A-01,,2025-01-14 08:00:00,187.54999999999998,118.6,189.4,ug/m3,OK,"12.9714,77.5949",Ambient,True,False,False,EXCEEDANCE
E12811,PL-01,S-01,2778.0,2025-01-14 08:15:00,22.45,48.14,136.27,ug/m3,OK,"13.0817,80.2703",Stack,False,False,False,OK
E12812,PL-01,S-02,4695.9,2025-01-14 08:15:00,142.55,63.27,168.88,ug/m3,FAULT,"13.0826,80.2715",Stack,False,False,False,OK
E12813,PL-02,S-01,1478.2,2025-01-14 08:15:00,273.8,275.7,267.0,ug/m3,MAINT,"19.0765,72.8768",Stack,False,False,False,EXCEEDANCE
E12814,PL-03,S-01,3026.3,2025-01-14 08:15:00,168.91,158.09,133.45,ug/m3,OK,"12.9711,77.5936",Stack,False,False,False,EXCEEDANCE
E12815,PL-03,S-02,4938.3,2025-01-14 08:15:00,160.55714285714285,109.77142857142857,117.2,ug/m3,OK,"12.9725,77.5942",Stack,True,True,False,EXCEEDANCE
E12816,,,,,,,,ug/m3,GAP_FILLED,,Unknown,False,False,False,OK
E12817,LOC-DEL-01,A-01,,2025-01-14 08:15:00,105.9,116.4,116.9,ug/m3,FAULT,"28.6136,77.2081",Ambient,False,False,False,EXCEEDANCE
E12818,LOC-DEL-02,A-02,0.0,2025-01-14 08:15:00,110.1,15.15,66.57,ug/m3,MAINT,"28.6193,77.2149",Ambient,False,False,False,EXCEEDANCE
E12819,LOC-MUM-01,A-01,,2025-01-14 08:15:00,273.8,275.7,267.0,ug/m3,OK,"19.0766,72.8786",Ambient,False,False,False,EXCEEDANCE
E12820,LOC-BLR-01,A-01,0.0,2025-01-14 08:15:00,225.0,166.3,165.4,ug/m3,OK,"12.9709,77.5942",Ambient,False,False,False,EXCEEDANCE
E12821,PL-01,S-01,4726.2,2025-01-14 08:30:00,160.0,124.31,51.76,ug/m3,FAULT,"13.0823,80.2701",Stack,False,False,False,EXCEEDANCE
E12822,PL-01,S-02,1929.4,2025-01-14 08:30:00,70.82,112.45,88.37,ug/m3,OK,"13.0828,80.2704",Stack,False,False,False,OK
E12823,PL-02,S-01,4583.1,2025-01-14 08:30:00,184.38,182.95,2.86,ug/m3,OK,"19.0761,72.8771",Stack,False,False,False,EXCEEDANCE
E12824,PL-03,S-01,4503.3,2025-01-14 08:30:00,1.55,42.82,248.0,ug/m3,OK,"12.972,77.5955",Stack,False,False,False,OK
