Record_ID,Plant_ID,Stack_ID,Flow_Rate_m3_hr,TS,PM2.5,SO2,NOx,Unit,Status,Lat_Lon
E11195,PL-03,S-02,2014.8,12-03-2026 15:45,-5.0,119.5,154.2,ug/m3, fault ,"12.9714,77.5944"
E11196,PL-03,S-03,4622.1,12-03-2026 15:45,160.3,9999.0,173.1,ug/m3,FAULT,"12.9712,77.5945"
E11197,LOC-DEL-01,A-01,0,12-03-2026 15:45,122.7,22.1,158.7,µg/m³,MAINT,"28.6147,77.2085"
E11198,LOC-DEL-02,A-02,0.0,12-03-2026 15:45,135.4,61.8,45.2,ug/m3,FAULT,"28.6201,77.2145"
E11199,LOC-MUM-01,A-01,0.0,12-03-2026 15:45,91.4,110.1,BDL,ug/m3,OK,"19.0761,72.877"
E11200,LOC-BLR-01,A-01,0,12-03-2026 15:45,159.9,80.9,173.0,ug/m3, fault ,"12.972,77.5949"
E11201,PL-01,S-01,3692.8,12-03-2026 16:00,147.6,58.4,218.7,ug/m3,OK,"13.0819,80.27"
E11202,PL-01,S-02,1184.3,12-03-2026 16:00,87.0,131.1,131.4,ug/m3,OK,"13.0832,80.2715"
E11203,PL-02,S-01,1864.7,12-03-2026 16:00,147.0,201.6,101.3,ug/m3,OK,"19.0758,72.8777"
E11205,PL-03,S-02,4681.9,12-03-2026 16:00,9999.0,-6.3,63.1,ug/m3,FAULT,"12.9713,77.5954"
E11206,PL-03,S-03,4429.6,12-03-2026 16:00,-13.0,76.2,159.9,mg/Nm3,OFFLINE,"12.9728,77.5946"
E11207,LOC-DEL-01,A-01,0,12-03-2026 16:00,26.7,181.9,68.1,ug/m3,MAINT,"28.6141,77.209"
E11208,LOC-DEL-02,A-02,0.0,12-03-2026 16:00,97.6,117.7,196.3,µg/m³, ok ,"28.6192,77.2156"
E11209,LOC-MUM-01,A-01,NULL,12-03-2026 16:00,142.5,144.5,125.0,ug/m3,FAULT,"19.0762,72.8782"
E11210,LOC-BLR-01,A-01,0.0,12-03-2026 16:00,67.3,148.6,7777.0,ug/m3,FAULT,"12.9711,77.5945"
E11211,PL-01,S-01,2270.6,12-03-2026 16:15,207.7,150.5,< 5.0,ug/m3,FAULT,"13.0819,80.2702"
E11212,PL-01,S-02,3774.2,12-03-2026 16:15,153.1,< 4.0,183.7,ug/m3,MAINT,"13.0827,80.2714"
E11213,PL-02,S-01,2614.2,12-03-2026 16:15,137.0,247.3,108.5,µg/m³,MAINT,"19.0757,72.8782"
E11214,PL-03,S-01,2083.0,12-03-2026 16:15,165.7,60.2,130.0,ug/m3,OK,"12.9706,77.5951"
E11215,PL-03,S-02,1439.6,12-03-2026 16:15,158.0,BDL,119.9,ug/m3,OK,"12.9716,77.5954"
E11216,PL-03,S-03,3650.7,11-03-2026 24:15,42.8,87.8,123.2,ug/m3,OK,"12.9708,77.5944"
E11217,LOC-DEL-01,A-01,0.0,12-03-2026 16:15,102.4,-10.8,47.1,ug/m3,offline,"28.6148,77.2085"
E11218,LOC-DEL-02,A-02,0.0,12-03-2026 16:15,111.2,143.1,204.9,ug/m3,Error 404,"28.62,77.214"
E11219,LOC-MUM-01,A-01,NULL,12-03-2026 16:15,124.2,243.1,152.7,µg/m³,OK,"19.0764,72.8776"
E11220,LOC-BLR-01,A-01,0.0,12-03-2026 16:15,-2.5,125.4,80.8,µg/m³,FAULT,"12.9716,77.5952"
E11221,PL-01,S-01,2811.1,12-03-2026 16:30,114.3,7777.0,BDL,ug/m3,MAINT,"13.0829,80.2714"
E11222,PL-01,S-02,4283.0,12-03-2026 16:30,90.6,133.4,-9.8,ug/m3,FAULT,"13.0836,80.2711"
E11223,PL-02,S-01,3002.7,12-03-2026 16:30,156.7,105.1,135.4,ug/m3,  MAINT ,"19.0768,72.8768"
E11224,PL-03,S-01,2988.5,12-03-2026 11:00 UTC,162.2,197.5,236.5,ug/m3,OK,"12.9717,77.5956"
E11225,PL-03,S-02,4422.8,12-03-2026 16:30,107.8,119.8,142.3,ug/m3,MAINT,"12.9718,77.5944"
E11226,PL-03,S-03,3747.1,12-03-2026 16:30,-8.6,101.9,100.7,ug/m3,MAINT,"12.9714,77.5955"
E11227,LOC-DEL-01,A-01,,12-03-2026 16:30,185.1,45.9,9999.0,ug/m3,MAINT,"28.6142,77.2089"
E11228,LOC-DEL-02,A-02,0.0,12-03-2026 16:30,BDL,137.0,192.5,ug/m3,FAULT,"28.6193,77.2157"
E11230,LOC-BLR-01,A-01,,11-03-2026 24:30,-2.8,168.7,63.2,ug/m3,OK,"12.9708,77.5948"
E11231,PL-01,S-01,3752.6,12-03-2026 16:45,131.3,146.7,15.0,ug/m3,FAULT,"13.0818,80.271"
E11233,PL-02,S-01,1290.9,12-03-2026 16:45,168.6,201.1,89.9,mg/Nm3, Ok,"19.076,72.8773"
E11234,PL-03,S-01,2768.7,12-03-2026 16:45,210.1,133.9,53.5,ug/m3,offline,"12.9707,77.5953"
E11235,PL-03,S-02,1177.4,12-03-2026 16:45,76.5,123.5,187.7,ug/m3,MAINT,"12.9726,77.5953"
E11236,PL-03,S-03,4477.5,12-03-2026 16:45,199.2,-3.2,163.8,ug/m3, ok ,"12.9722,77.5941"
E11237,LOC-DEL-01,A-01,,12-03-2026 16:45,147.2,80.4,92.3,ug/m3,OK,"28.6147,77.209"
E11238,LOC-DEL-02,A-02,0.0,11-03-2026 24:45,156.0,104.7,108.7,ug/m3,  OK  ,"28.6193,77.2158"
E11239,LOC-MUM-01,A-01,0,12-03-2026 16:45,100.7,128.9,177.6,ug/m3,  MAINT ,"19.0767,72.8768"
E11240,LOC-BLR-01,A-01,0.0,12-03-2026 16:45,8500.0,109.4,36.8,ug/m3, maint,"12.9715,77.5938"
E11241,PL-01,S-01,4083.9,12-03-2026 17:00,163.2,119.8,143.8,ug/m3, ok ,"13.0823,80.2703"
E11242,PL-01,S-02,4516.8,12-03-2026 17:00,140.3,21.9,82.6,ug/m3, fault ,"13.0821,80.2707"
E11243,PL-02,S-01,1110.5,12-03-2026 17:00,-6.7,102.3,153.8,ug/m3,OK,"19.0768,72.8772"
E11244,PL-03,S-01,3806.1,12-03-2026 17:00,102.8,90.6,206.6,ug/m3,FAULT,"12.9724,77.5948"
E11245,PL-03,S-02,4556.4,12-03-2026 17:00,126.1,113.7,<5.0,ug/m3,FAULT,"12.9728,77.5946"
E11246,PL-03,S-03,2820.7,12-03-2026 17:00,156.5,81.6,7777.0,ug/m3,FAULT,"12.9722,77.5941"
E11247,LOC-DEL-01,A-01,0,12-03-2026 17:00,134.3,54.9,50.6,ug/m3,FAULT,"28.6132,77.2099"
E11249,LOC-MUM-01,A-01,0,12-03-2026 17:00,15.0,116.5,43.9,ug/m3,OK,"19.0759,72.8784"
E11250,LOC-BLR-01,A-01,0,12-03-2026 17:00,142.2,237.6,146.3,ug/m3,MAINT,"12.9709,77.5937"
E11251,PL-01,S-01,3861.0,12-03-2026 17:15,15.0,-2.7,96.0,ug/m3,OK,"13.0836,80.27"
E11252,PL-01,S-02,2982.6,12-03-2026 17:15,136.2,123.8,95.2,ug/m3,offline,"13.083,-999.0"
E11253,PL-02,S-01,2325.0,12-03-2026 17:15,188.2,59.2,183.3,ug/m3,MAINT,"19.0764,72.8778"
E11254,PL-03,S-01,4998.7,12-03-2026 17:15,< 5.0,98.9,50.2,ug/m3,MAINT,"12.9712,77.595"
E11255,PL-03,S-02,4765.7,12-03-2026 17:15,28.6,135.0,121.1,ug/m3,FAULT,"12.9724,77.5945"
E11256,PL-03,S-03,2372.2,12-03-2026 17:15,126.5,-13.4,76.5,ug/m3,offline,"12.9722,77.5949"
E11257,LOC-DEL-01,A-01,NULL,12-03-2026 17:15,104.6,201.5,203.7,mg/Nm3,  OK  ,"28.6145,77.2098"
E11258,LOC-DEL-02,A-02,,12-03-2026 17:15,151.1,128.9,53.0,ug/m3, Ok,"28.6203,77.2151"
E11259,LOC-MUM-01,A-01,,11-03-2026 24:15,99.6,< 2.0,20.3,ug/m3,MAINT,"19.075,72.8779"
E11260,LOC-BLR-01,A-01,,12-03-2026 17:15,234.1,89.3,193.0,mg/Nm3,FAULT,"12.9722,77.594"
E11261,PL-01,S-01,1701.1,12-03-2026 17:30,136.4,273.2,204.6,µg/m³,OK,"13.0831,80.2706"
E11262,PL-01,S-02,4314.2,12-03-2026 17:30,156.0,<4.0,23.0,ug/m3,down,"13.0822,80.2705"
E11263,PL-02,S-01,2537.7,12-03-2026 17:30,15.0,223.6,185.4,µg/m³,FAULT,"19.0757,72.8775"
E11264,PL-03,S-01,1413.0,12-03-2026 17:30,128.1,35.2,235.1,ug/m3,maintenance,"12.9708,77.5954"
E11265,PL-03,S-02,4713.3,12-03-2026 17:30,177.5,69.2,156.1,ug/m3,FAULT,"12.9714,77.5949"
E11266,PL-03,S-03,4780.1,12-03-2026 17:30,185.3,157.3,113.6,ug/m3,FAULT,"12.9713,77.5949"
E11267,LOC-DEL-01,A-01,,12-03-2026 17:30,76.6,164.4,108.9,ug/m3,OK,"28.6144,77.2094"
E11268,LOC-DEL-02,A-02,,11-03-2026 24:30,38.8,153.4,83.1,ug/m3,FAULT,"28.6206,77.2146"
E11269,LOC-MUM-01,A-01,NULL,12-03-2026 17:30,226.5,208.7,158.6,ug/m3,OK,"19.076,72.8787"
E11270,LOC-BLR-01,A-01,0,12-03-2026 17:30,74.0,139.4,68.9,ug/m3,  OK  ,"12.9719,77.5947"
E11271,PL-01,S-01,2727.1,12-03-2026 17:45,41.1,< 4.0,111.2,ug/m3,OK,"13.0823,80.2706"
E11272,PL-01,S-02,2720.8,12-03-2026 17:45,85.9,272.8,< 5.0,µg/m³,FAULT,"13.0823,80.2708"
E11273,PL-02,S-01,2748.2,12-03-2026 17:45,-6.7,54.1,90.7,ug/m3,OK,"19.0763,72.8771"
E11274,PL-03,S-01,3956.8,12-03-2026 17:45,117.8,105.5,124.7,ug/m3, Ok,"12.972,77.5952"
E11275,PL-03,S-02,2210.1,12-03-2026 17:45,124.5,171.6,211.3,ug/m3,FAULT,"12.9714,77.5955"
E11276,PL-03,S-03,4276.9,12-03-2026 17:45,171.0,204.5,155.1,µg/m³,OK,"12.9718,-999.0"
E11277,LOC-DEL-01,A-01,,12-03-2026 17:45,156.8,117.9,169.8,ug/m3,OK,"28.614,77.2097"
E11278,LOC-DEL-02,A-02,0.0,12-03-2026 17:45,156.8,-7.2,135.4,ug/m3, maint,"28.6207,77.215"
E11279,LOC-MUM-01,A-01,0,12-03-2026 17:45,< 1.0,15.0,8500.0,ug/m3,FAULT,"19.0753,72.8777"
E11280,LOC-BLR-01,A-01,,12-03-2026 12:15 UTC,-6.5,160.4,223.8,ug/m3,ok ,"12.9711,77.5939"
E11281,PL-01,S-01,1704.4,12-03-2026 18:00,138.8,242.7,198.1,mg/Nm3,MAINT,"13.0823,80.2713"
E11282,PL-01,S-02,2142.0,12-03-2026 18:00,151.9,192.2,33.9,ug/m3, Ok,"13.0835,80.272"
E11283,PL-02,S-01,3584.1,12-03-2026 18:00,207.1,182.1,15.0,ug/m3,OFFLINE,"19.0763,72.878"
E11284,PL-03,S-01,4094.7,12-03-2026 12:30 UTC,131.6,69.7,157.6,ug/m3,ok ,"12.9713,77.5941"
E11285,PL-03,S-02,1824.8,12-03-2026 18:00,90.0,147.1,91.2,ug/m3,FAULT,"12.9723,77.5949"
E11287,LOC-DEL-01,A-01,0,12-03-2026 18:00,154.4,235.3,149.6,mg/Nm3,OK,"28.6131,77.2086"
E11288,LOC-DEL-02,A-02,,12-03-2026 18:00,136.5,108.6,BDL,ug/m3,MAINT,"28.621,77.2142"
E11289,LOC-MUM-01,A-01,0,12-03-2026 18:00,100.4,165.9,152.8,mg/Nm3,FAULT,"19.0764,72.8772"
E11290,LOC-BLR-01,A-01,0.0,12-03-2026 18:00,16.4,161.4,134.7,mg/Nm3,FAULT,"12.9714,77.5949"
E11291,PL-01,S-01,2854.8,12-03-2026 18:15,9999.0,136.5,<5.0,ug/m3,FAULT,"13.0824,80.2712"
E11292,PL-01,S-02,4931.2,12-03-2026 18:15,237.9,< 4.0,150.0,ug/m3,OK,"13.0821,80.2704"
E11293,PL-02,S-01,4447.2,11-03-2026 24:15,BDL,147.2,212.2,ug/m3,MAINT,"19.0766,72.8774"
E11294,PL-03,S-01,1474.6,12-03-2026 18:15,177.9,15.0,-7.3,ug/m3, ok ,"12.9715,77.595"
E11295,PL-03,S-02,3004.3,12-03-2026 18:15,15.0,197.2,109.9,mg/Nm3,OK,"12.971,77.5953"
E11296,PL-03,S-03,4290.9,12-03-2026 18:15,118.2,-7.9,145.0,ug/m3, Ok,"12.9717,77.5945"
E11297,LOC-DEL-01,A-01,NULL,12-03-2026 18:15,175.9,128.7,171.9,ug/m3,FAULT,"28.6133,77.2086"
E11298,LOC-DEL-02,A-02,NULL,12-03-2026 18:15,124.9,26.4,163.0,ug/m3,FAULT,"28.62,77.2159"
E11299,LOC-MUM-01,A-01,0,12-03-2026 18:15,130.0,-2.0,165.2,ug/m3,MAINT,"19.0755,72.8786"
E11300,LOC-BLR-01,A-01,NULL,12-03-2026 18:15,123.3,52.1,150.6,ug/m3,OK,"12.9725,77.5956"
E11301,PL-01,S-01,3335.5,12-03-2026 18:30,50.7,BDL,49.2,ug/m3,  OK  ,"13.0832,80.2704"
E11302,PL-01,S-02,2276.2,12-03-2026 18:30,204.6,74.0,BDL,ug/m3,FAULT,"13.0829,80.2707"
E11303,PL-02,S-01,1060.3,12-03-2026 18:30,190.9,151.0,173.3,ug/m3,error,"19.0755,72.8768"
E11304,PL-03,S-01,2094.1,12-03-2026 18:30,181.3,38.4,223.3,ug/m3,OFFLINE,"12.9718,77.5937"
E11305,PL-03,S-02,4290.5,12-03-2026 18:30,127.0,15.0,129.0,ug/m3, Ok,"12.9723,77.5943"
E11306,PL-03,S-03,3421.3,12-03-2026 18:30,83.4,57.4,49.0,ug/m3,  OK  ,"12.9717,77.5952"
E11307,LOC-DEL-01,A-01,0,12-03-2026 18:30,205.4,85.6,186.7,µg/m³,error,"28.6145,77.2093"
E11308,LOC-DEL-02,A-02,,11-03-2026 24:30,BDL,185.4,154.4,ug/m3,FAULT,"28.6202,77.214"
E11310,LOC-BLR-01,A-01,0,12-03-2026 18:30,32.1,88.7,-7.6,ug/m3, ok ,"12.9726,77.5946"
E11311,PL-01,S-01,4708.7,12-03-2026 18:45,154.3,<4.0,226.0,ug/m3,FAULT,"13.0834,80.2711"
E11312,PL-01,S-02,4237.6,12-03-2026 18:45,128.4,177.0,87.8,µg/m³,MAINT,"13.0824,80.2718"
E11313,PL-02,S-01,3114.3,12-03-2026 18:45,271.5,152.0,165.5,ug/m3,MAINT,"19.075,72.8772"
E11314,PL-03,S-01,2934.9,12-03-2026 18:45,237.1,126.1,64.5,ug/m3, Ok,"12.9714,77.5942"
E11315,PL-03,S-02,1422.0,12-03-2026 18:45,201.3,93.3,91.8,ug/m3,OK,"12.9725,77.5943"
E11316,PL-03,S-03,2231.9,12-03-2026 18:45,15.0,216.5,103.2,ug/m3,DOWN  ,"12.9721,77.5946"
E11317,LOC-DEL-01,A-01,,12-03-2026 18:45,104.4,116.7,-14.6,ug/m3,OK,"28.6147,77.2083"
E11318,LOC-DEL-02,A-02,0.0,12-03-2026 18:45,91.3,15.0,171.5,ug/m3,FAULT,"28.6203,77.2142"
E11319,LOC-MUM-01,A-01,,12-03-2026 18:45,117.5,149.5,8500.0,µg/m³,offline,"19.0758,72.8783"
E11320,LOC-BLR-01,A-01,NULL,12-03-2026 18:45,156.1,77.7,52.9,ug/m3,MAINT,"12.9721,77.5949"
E11321,PL-01,S-01,2499.5,12-03-2026 19:00,19.6,112.6,190.7,ug/m3,Error 404,"13.0822,80.2716"
E11322,PL-01,S-02,2609.6,12-03-2026 13:30 UTC,182.1,BDL,198.3,ug/m3,offline,"13.0828,80.2703"
E11323,PL-02,S-01,4085.0,11-03-2026 24:00,118.3,49.4,165.3,ug/m3,maintenance,"19.0758,72.8782"
E11324,PL-03,S-01,2181.1,12-03-2026 19:00,116.8,86.1,244.5,µg/m³,maintenance,"12.9723,77.5941"
E11325,PL-03,S-02,4220.8,12-03-2026 19:00,132.4,95.8,BDL,ug/m3,MAINT,"12.9716,77.5949"
E11326,PL-03,S-03,2102.0,12-03-2026 13:30 UTC,163.1,88.9,45.4,ug/m3,MAINT,"12.9709,77.5941"
E11327,LOC-DEL-01,A-01,NULL,12-03-2026 19:00,125.1,160.2,<2.0,ug/m3,FAULT,"28.6139,77.21"
E11329,LOC-MUM-01,A-01,0,12-03-2026 19:00,86.0,144.1,232.7,mg/Nm3,FAULT,"19.0757,72.8786"
E11330,LOC-BLR-01,A-01,0,12-03-2026 19:00,135.5,170.6,25.8,mg/Nm3,offline,"12.9725,77.5955"
E11331,PL-01,S-01,3850.6,12-03-2026 19:15,127.3,56.9,136.8,ug/m3,MAINT,"13.0834,80.2703"
E11332,PL-01,S-02,4104.6,12-03-2026 19:15,110.1,155.6,137.8,ug/m3,OK,"13.0827,80.272"
E11333,PL-02,S-01,1377.1,11-03-2026 24:15,119.0,163.4,124.6,ug/m3,OK,"19.0769,72.8778"
E11334,PL-03,S-01,4299.6,12-03-2026 19:15,167.4,59.3,52.9,mg/Nm3,ok ,"12.9709,77.5951"
E11335,PL-03,S-02,3545.9,12-03-2026 19:15,-6.7,95.2,215.9,ug/m3, maint,"12.9729,77.5946"
E11336,PL-03,S-03,4951.0,12-03-2026 19:15,255.6,145.0,107.7,ug/m3,OK,"12.9723,77.5947"
E11337,LOC-DEL-01,A-01,0,12-03-2026 19:15,77.6,-1.1,125.6,ug/m3,MAINT,"28.6144,77.2082"
E11338,LOC-DEL-02,A-02,0,12-03-2026 19:15,15.0,173.8,35.4,ug/m3,MAINT,"28.6206,77.2148"
E11339,LOC-MUM-01,A-01,0.0,12-03-2026 19:15,137.7,130.8,171.5,ug/m3,error,"19.075,72.8774"
E11340,LOC-BLR-01,A-01,0.0,12-03-2026 19:15,81.8,162.3,9999.0,µg/m³,FAULT,"12.9707,77.594"
E11341,PL-01,S-01,2548.2,12-03-2026 19:30,142.2,166.6,66.6,ug/m3,OK,"13.0821,80.2697"
E11342,PL-01,S-02,3881.5,12-03-2026 19:30,-7.8,180.4,111.0,ug/m3,  OK  ,"13.0836,80.2722"
E11343,PL-02,S-01,2552.3,12-03-2026 19:30,48.5,90.9,<5.0,ug/m3,FAULT,"19.0752,72.877"
E11344,PL-03,S-01,2120.7,12-03-2026 19:30,117.0,84.3,198.6,ug/m3,FAULT,"12.972,77.5949"
E11345,PL-03,S-02,2319.1,12-03-2026 19:30,88.2,254.9,231.6,ug/m3,DOWN  ,"12.9728,77.5947"
E11346,PL-03,S-03,4037.9,12-03-2026 19:30,69.4,137.1,121.1,ug/m3,OK,"12.9723,77.5952"
E11347,LOC-DEL-01,A-01,0.0,12-03-2026 19:30,48.1,121.1,218.0,ug/m3,  OK  ,"28.6132,77.2092"
E11348,LOC-DEL-02,A-02,0,11-03-2026 24:30,199.9,151.0,198.7,ug/m3,OK,"28.621,77.2151"
E11349,LOC-MUM-01,A-01,0,12-03-2026 19:30,67.3,-4.9,108.0,ug/m3,FAULT,"19.0753,72.8783"
E11350,LOC-BLR-01,A-01,0,12-03-2026 19:30,73.7,132.4,17.5,ug/m3,OK,"12.9711,77.5939"
E11351,PL-01,S-01,3697.7,12-03-2026 19:45,9999.0,197.1,210.4,ug/m3,FAULT,"13.0828,80.2709"
E11352,PL-01,S-02,3899.2,12-03-2026 19:45,168.2,-9.5,179.8,ug/m3,FAULT,"13.0826,80.2715"
E11353,PL-02,S-01,3204.0,12-03-2026 19:45,-5.5,163.0,178.8,ug/m3,MAINT,"19.0754,72.8781"
E11354,PL-03,S-01,3687.0,12-03-2026 19:45,107.3,149.0,130.7,ug/m3,MAINT,"12.9719,77.5954"
E11355,PL-03,S-02,3496.5,12-03-2026 19:45,BDL,47.4,-7.4,ug/m3,  MAINT ,"12.9717,77.5948"
E11356,PL-03,S-03,3046.7,12-03-2026 19:45,220.8,BDL,124.6,mg/Nm3,OK,"12.9719,77.5943"
E11357,LOC-DEL-01,A-01,NULL,12-03-2026 19:45,104.6,72.2,48.1,µg/m³,MAINT,"28.6139,77.2083"
E11358,LOC-DEL-02,A-02,0,12-03-2026 19:45,126.7,35.1,191.6,µg/m³,FAULT,"28.6195,77.2151"
E11359,LOC-MUM-01,A-01,NULL,12-03-2026 19:45,< 1.0,167.4,72.9,ug/m3,OK,"19.0769,72.8775"
E11360,LOC-BLR-01,A-01,NULL,12-03-2026 19:45,48.4,45.9,187.2,ug/m3,MAINT,"12.9713,77.5954"
E11361,PL-01,S-01,3445.0,12-03-2026 20:00,107.8,121.1,119.3,ug/m3,MAINT,"13.0817,80.2711"
E11363,PL-02,S-01,4047.3,12-03-2026 14:30 UTC,7777.0,161.9,128.8,mg/Nm3,FAULT,"19.0753,72.878"
E11364,PL-03,S-01,1137.0,12-03-2026 20:00,205.0,128.0,195.1,ug/m3,OK,"12.9713,77.5944"
E11365,PL-03,S-02,3042.4,12-03-2026 20:00,164.0,116.0,< 5.0,ug/m3,OK,"12.971,77.5947"
E11366,PL-03,S-03,4860.8,12-03-2026 20:00,177.0,115.3,222.9,mg/Nm3, Ok,"12.9714,77.5951"
E11367,LOC-DEL-01,A-01,,12-03-2026 20:00,112.8,197.0,87.5,ug/m3,FAULT,"28.6137,77.2088"
E11368,LOC-DEL-02,A-02,0.0,12-03-2026 20:00,157.0,233.0,9999.0,ug/m3,OK,"28.6205,77.215"
E11369,LOC-MUM-01,A-01,0.0,12-03-2026 20:00,207.0,83.5,136.8,mg/Nm3,MAINT,"19.0762,72.8781"
E11370,LOC-BLR-01,A-01,0.0,12-03-2026 20:00,102.3,-12.2,149.6,ug/m3, fault ,"12.9716,77.5939"
E11371,PL-01,S-01,4977.7,11-03-2026 24:15,78.4,-1.1,103.9,ug/m3,MAINT,"13.0825,80.2717"
E11372,PL-01,S-02,3070.8,12-03-2026 20:15,128.7,15.0,187.3,µg/m³,MAINT,"13.083,80.2713"
E11373,PL-02,S-01,3096.3,12-03-2026 20:15,169.7,150.3,< 5.0,ug/m3,MAINT,"19.0754,72.8785"
E11374,PL-03,S-01,2851.9,12-03-2026 20:15,138.9,142.5,15.0,ug/m3,FAULT,"12.9723,77.5937"
E11375,PL-03,S-02,4915.3,12-03-2026 20:15,-6.5,201.9,21.1,ug/m3,MAINT,"12.9714,77.5956"
E11376,PL-03,S-03,1153.1,12-03-2026 20:15,23.0,-9.1,172.3,ug/m3,MAINT,"12.9727,77.5942"
E11377,LOC-DEL-01,A-01,,12-03-2026 20:15,151.9,151.3,145.2,ug/m3,MAINT,"28.6144,77.2094"
E11378,LOC-DEL-02,A-02,,12-03-2026 20:15,161.7,59.1,105.0,ug/m3,  OK  ,"28.6209,77.2155"
E11379,LOC-MUM-01,A-01,0.0,12-03-2026 20:15,165.9,198.5,15.0,ug/m3,OFFLINE,"19.0762,72.8767"
E11380,LOC-BLR-01,A-01,,12-03-2026 20:15,159.9,231.8,102.4,ug/m3,MAINT,"12.9722,77.5937"
E11381,PL-01,S-01,1406.6,12-03-2026 20:30,-1.5,117.1,18.8,ug/m3,FAULT,"13.0837,80.2703"
E11382,PL-01,S-02,1990.4,12-03-2026 20:30,145.1,74.1,110.3,ug/m3,maintenance,"13.0835,80.2721"
E11383,PL-02,S-01,2289.4,12-03-2026 20:30,-11.5,177.6,179.3,µg/m³,FAULT,"19.075,72.8778"
E11384,PL-03,S-01,3068.0,11-03-2026 24:30,164.0,242.8,16.7,µg/m³,FAULT,"12.971,77.5955"
E11385,PL-03,S-02,2223.3,12-03-2026 20:30,99.5,9999.0,254.3,ug/m3,OK,"12.9725,77.5944"
E11386,PL-03,S-03,2026.1,12-03-2026 20:30,15.0,178.6,114.2,ug/m3,MAINT,"12.971,77.5947"
E11387,LOC-DEL-01,A-01,,12-03-2026 20:30,159.3,153.8,144.7,ug/m3, Ok,"28.6131,77.2085"
E11388,LOC-DEL-02,A-02,0,12-03-2026 20:30,116.6,113.5,112.2,µg/m³,MAINT,"28.6208,77.215"
E11389,LOC-MUM-01,A-01,0.0,12-03-2026 20:30,196.5,135.6,147.5,ug/m3,FAULT,"19.0763,72.8783"
E11390,LOC-BLR-01,A-01,NULL,12-03-2026 20:30,50.2,139.6,110.7,ug/m3,MAINT,"12.972,77.5937"
E11391,PL-01,S-01,2805.9,12-03-2026 20:45,164.9,172.4,174.7,ug/m3,OK,"13.0823,80.2711"
E11392,PL-01,S-02,1303.5,12-03-2026 20:45,127.1,170.6,107.7,ug/m3,MAINT,"13.0828,80.2709"
E11393,PL-02,S-01,2322.6,12-03-2026 20:45,199.4,126.6,139.7,ug/m3, ok ,"19.0757,72.8774"
E11394,PL-03,S-01,4032.8,12-03-2026 20:45,153.0,48.6,202.5,ug/m3,MAINT,"12.971,77.5945"
E11395,PL-03,S-02,2526.6,12-03-2026 20:45,80.9,99.1,102.8,mg/Nm3,FAULT,"12.9713,77.5956"
E11396,PL-03,S-03,3694.2,12-03-2026 20:45,76.8,<5.0,239.7,mg/Nm3,FAULT,"12.9718,77.5954"
E11397,LOC-DEL-01,A-01,0.0,12-03-2026 20:45,9999.0,99.9,167.8,ug/m3,FAULT,"28.614,77.2097"
E11398,LOC-DEL-02,A-02,0.0,12-03-2026 20:45,199.9,73.1,204.0,ug/m3,FAULT,"28.6205,77.2149"
E11399,LOC-MUM-01,A-01,0,12-03-2026 20:45,94.6,125.6,248.3,µg/m³,OK,"19.0754,72.8774"
E11400,LOC-BLR-01,A-01,NULL,12-03-2026 20:45,68.2,103.6,124.8,mg/Nm3,ok ,"12.9726,77.5944"
E11401,PL-01,S-01,1206.6,12-03-2026 21:00,106.4,128.3,101.8,ug/m3,FAULT,"13.0818,80.2716"
E11402,PL-01,S-02,3479.6,12-03-2026 21:00,132.6,< 4.0,78.5,ug/m3,Error 404,"13.0822,80.2715"
E11403,PL-02,S-01,3023.4,12-03-2026 21:00,63.0,< 5.0,52.7,ug/m3,OFFLINE,"19.0767,72.8787"
E11404,PL-03,S-01,3141.7,12-03-2026 21:00,<5.0,207.8,72.0,ug/m3,FAULT,"12.9714,77.5953"
E11405,PL-03,S-02,1796.9,12-03-2026 21:00,96.6,113.6,170.1,ug/m3,OK,"12.9723,77.5957"
E11406,PL-03,S-03,1999.9,12-03-2026 21:00,165.4,94.3,75.7,ug/m3,OK,"12.9711,77.595"
E11407,LOC-DEL-01,A-01,0.0,12-03-2026 21:00,192.5,43.5,BDL,ug/m3,OK,"28.6148,77.2081"
E11408,LOC-DEL-02,A-02,0.0,12-03-2026 21:00,122.6,176.9,193.7,ug/m3, fault ,"28.6196,77.2156"
E11409,LOC-MUM-01,A-01,0,12-03-2026 21:00,146.2,162.0,92.1,ug/m3, maint,"19.0751,72.8781"
E11410,LOC-BLR-01,A-01,0,12-03-2026 21:00,139.0,87.1,95.3,ug/m3,MAINT,"12.972,77.5937"
E11411,PL-01,S-01,2502.2,12-03-2026 15:45 UTC,173.3,50.0,178.2,ug/m3,OK,"13.0823,80.2702"
E11412,PL-01,S-02,1599.7,12-03-2026 21:15,61.2,203.0,80.2,µg/m³,OFFLINE,"13.0835,80.2712"
E11413,PL-02,S-01,1257.7,12-03-2026 21:15,42.8,111.3,50.3,ug/m3,OK,"19.0759,72.8779"
E11414,PL-03,S-01,1374.7,12-03-2026 21:15,166.7,129.5,166.3,ug/m3,OK,"12.9717,77.5946"
E11415,PL-03,S-02,4223.1,12-03-2026 21:15,126.6,88.2,16.6,µg/m³,  OK  ,"12.9724,77.5948"
E11416,PL-03,S-03,3551.5,12-03-2026 21:15,<5.0,238.6,173.4,ug/m3,OK,"12.9717,77.5955"
